county,district name,candidate,party,votes,race name,state
Santa Clara,District 18,Christine Russell,REP,"17,462",U.S. House of Representatives,CA
Santa Clara,District 18,John Karl Fredrich,NPP,"2,092",U.S. House of Representatives,CA
Santa Cruz,District 18,Anna G. Eshoo,DEM,"6,405",U.S. House of Representatives,CA
Santa Cruz,District 18,Christine Russell,REP,"2,191",U.S. House of Representatives,CA
Santa Cruz,District 18,John Karl Fredrich,NPP,335,U.S. House of Representatives,CA
Santa Clara,District 19,Zoe Lofgren,DEM,"49,719",U.S. House of Representatives,CA
Districtwide,District 20,Douglas Deitch,DEM,"2,541",U.S. House of Representatives,CA
Districtwide,District 20,Jimmy Panetta,DEM,"51,527",U.S. House of Representatives,CA
Districtwide,District 20,Ronald Paul Kabat,NPP,"10,173",U.S. House of Representatives,CA
Monterey,District 20,Douglas Deitch,DEM,977,U.S. House of Representatives,CA
Monterey,District 20,Jimmy Panetta,DEM,"24,297",U.S. House of Representatives,CA
Monterey,District 20,Ronald Paul Kabat,NPP,"5,349",U.S. House of Representatives,CA
San Benito,District 20,Douglas Deitch,DEM,192,U.S. House of Representatives,CA
San Benito,District 20,Jimmy Panetta,DEM,"4,540",U.S. House of Representatives,CA
San Benito,District 20,Ronald Paul Kabat,NPP,"1,498",U.S. House of Representatives,CA
Santa Clara,District 20,Douglas Deitch,DEM,122,U.S. House of Representatives,CA
Santa Clara,District 20,Jimmy Panetta,DEM,662,U.S. House of Representatives,CA
Santa Clara,District 20,Ronald Paul Kabat,NPP,165,U.S. House of Representatives,CA
Santa Cruz,District 20,Douglas Deitch,DEM,"1,250",U.S. House of Representatives,CA
Santa Cruz,District 20,Jimmy Panetta,DEM,"22,028",U.S. House of Representatives,CA
Santa Cruz,District 20,Ronald Paul Kabat,NPP,"3,161",U.S. House of Representatives,CA
Districtwide,District 21,TJ Cox,DEM,"13,263",U.S. House of Representatives,CA
Districtwide,District 21,David G. Valadao,REP,"23,509",U.S. House of Representatives,CA
Fresno,District 21,TJ Cox,DEM,"4,340",U.S. House of Representatives,CA
Fresno,District 21,David G. Valadao,REP,"7,260",U.S. House of Representatives,CA
Kern,District 21,TJ Cox,DEM,"4,939",U.S. House of Representatives,CA
Kern,District 21,David G. Valadao,REP,"6,057",U.S. House of Representatives,CA
Kings,District 21,TJ Cox,DEM,"3,684",U.S. House of Representatives,CA
Kings,District 21,David G. Valadao,REP,"9,615",U.S. House of Representatives,CA
Tulare,District 21,TJ Cox,DEM,300,U.S. House of Representatives,CA
Tulare,District 21,David G. Valadao,REP,577,U.S. House of Representatives,CA
Districtwide,District 22,Bobby Bliatout,DEM,"3,411",U.S. House of Representatives,CA
Districtwide,District 22,"Ricardo ""Rico"" Franco",DEM,"2,440",U.S. House of Representatives,CA
Districtwide,District 22,Andrew Janz,DEM,"23,555",U.S. House of Representatives,CA
Districtwide,District 22,Devin G. Nunes,REP,"42,554",U.S. House of Representatives,CA
Districtwide,District 22,Bill Merryman,LIB,650,U.S. House of Representatives,CA
Districtwide,District 22,Brian T. Carroll,NPP,924,U.S. House of Representatives,CA
Fresno,District 22,Bobby Bliatout,DEM,"2,417",U.S. House of Representatives,CA
Fresno,District 22,"Ricardo ""Rico"" Franco",DEM,"1,369",U.S. House of Representatives,CA
Fresno,District 22,Andrew Janz,DEM,"17,293",U.S. House of Representatives,CA
Fresno,District 22,Devin G. Nunes,REP,"28,575",U.S. House of Representatives,CA
Fresno,District 22,Bill Merryman,LIB,439,U.S. House of Representatives,CA
Fresno,District 22,Brian T. Carroll,NPP,647,U.S. House of Representatives,CA
Tulare,District 22,Bobby Bliatout,DEM,994,U.S. House of Representatives,CA
Tulare,District 22,"Ricardo ""Rico"" Franco",DEM,"1,071",U.S. House of Representatives,CA
Tulare,District 22,Andrew Janz,DEM,"6,262",U.S. House of Representatives,CA
Tulare,District 22,Devin G. Nunes,REP,"13,979",U.S. House of Representatives,CA
Tulare,District 22,Bill Merryman,LIB,211,U.S. House of Representatives,CA
Tulare,District 22,Brian T. Carroll,NPP,277,U.S. House of Representatives,CA
Districtwide,District 23,Mary Helen Barro,DEM,"4,275",U.S. House of Representatives,CA
Districtwide,District 23,Tatiana Matta,DEM,"9,416",U.S. House of Representatives,CA
Districtwide,District 23,Wendy Reed,DEM,"7,937",U.S. House of Representatives,CA
Districtwide,District 23,Kurtis Wilson,DEM,"1,132",U.S. House of Representatives,CA
Districtwide,District 23,Kevin McCarthy,REP,"56,089",U.S. House of Representatives,CA
Districtwide,District 23,James Davis,NPP,"1,464",U.S. House of Representatives,CA
Kern,District 23,Mary Helen Barro,DEM,"3,382",U.S. House of Representatives,CA
Kern,District 23,Tatiana Matta,DEM,"7,603",U.S. House of Representatives,CA
Kern,District 23,Wendy Reed,DEM,"6,247",U.S. House of Representatives,CA
Kern,District 23,Kurtis Wilson,DEM,809,U.S. House of Representatives,CA
Kern,District 23,Kevin McCarthy,REP,"47,388",U.S. House of Representatives,CA
Kern,District 23,James Davis,NPP,"1,287",U.S. House of Representatives,CA
Los Angeles,District 23,Mary Helen Barro,DEM,495,U.S. House of Representatives,CA
Los Angeles,District 23,Tatiana Matta,DEM,"1,136",U.S. House of Representatives,CA
Los Angeles,District 23,Wendy Reed,DEM,893,U.S. House of Representatives,CA
Los Angeles,District 23,Kurtis Wilson,DEM,136,U.S. House of Representatives,CA
Los Angeles,District 23,Kevin McCarthy,REP,"4,695",U.S. House of Representatives,CA
Los Angeles,District 23,James Davis,NPP,98,U.S. House of Representatives,CA
Tulare,District 23,Mary Helen Barro,DEM,398,U.S. House of Representatives,CA
Tulare,District 23,Tatiana Matta,DEM,677,U.S. House of Representatives,CA
Tulare,District 23,Wendy Reed,DEM,797,U.S. House of Representatives,CA
Tulare,District 23,Kurtis Wilson,DEM,187,U.S. House of Representatives,CA
Tulare,District 23,Kevin McCarthy,REP,"4,006",U.S. House of Representatives,CA
Tulare,District 23,James Davis,NPP,79,U.S. House of Representatives,CA
Districtwide,District 24,Salud Carbajal,DEM,"58,730",U.S. House of Representatives,CA
Districtwide,District 24,Justin Fareed,REP,"41,254",U.S. House of Representatives,CA
Districtwide,District 24,Michael Erin Woody,REP,"11,726",U.S. House of Representatives,CA
San Luis Obispo,District 24,Salud Carbajal,DEM,"27,433",U.S. House of Representatives,CA
San Luis Obispo,District 24,Justin Fareed,REP,"20,195",U.S. House of Representatives,CA
San Luis Obispo,District 24,Michael Erin Woody,REP,"6,930",U.S. House of Representatives,CA
Santa Barbara,District 24,Salud Carbajal,DEM,"30,481",U.S. House of Representatives,CA
Santa Barbara,District 24,Justin Fareed,REP,"20,742",U.S. House of Representatives,CA
Santa Barbara,District 24,Michael Erin Woody,REP,"4,636",U.S. House of Representatives,CA
Ventura,District 24,Salud Carbajal,DEM,816,U.S. House of Representatives,CA
Ventura,District 24,Justin Fareed,REP,317,U.S. House of Representatives,CA
Ventura,District 24,Michael Erin Woody,REP,160,U.S. House of Representatives,CA
Districtwide,District 25,Bryan Caforio,DEM,"14,305",U.S. House of Representatives,CA
Districtwide,District 25,Katie Hill,DEM,"15,833",U.S. House of Representatives,CA
Districtwide,District 25,Mary Pallant,DEM,"2,075",U.S. House of Representatives,CA
Districtwide,District 25,Jess Pelaez Phoenix,DEM,"4,682",U.S. House of Representatives,CA
Districtwide,District 25,Steve Knight,REP,"41,310",U.S. House of Representatives,CA
Los Angeles,District 25,Bryan Caforio,DEM,"11,147",U.S. House of Representatives,CA
Los Angeles,District 25,Katie Hill,DEM,"11,943",U.S. House of Representatives,CA
Los Angeles,District 25,Mary Pallant,DEM,"1,745",U.S. House of Representatives,CA
Los Angeles,District 25,Jess Pelaez Phoenix,DEM,"3,646",U.S. House of Representatives,CA
Los Angeles,District 25,Steve Knight,REP,"31,187",U.S. House of Representatives,CA
Ventura,District 25,Bryan Caforio,DEM,"3,158",U.S. House of Representatives,CA
Ventura,District 25,Katie Hill,DEM,"3,890",U.S. House of Representatives,CA
Ventura,District 25,Mary Pallant,DEM,330,U.S. House of Representatives,CA
Ventura,District 25,Jess Pelaez Phoenix,DEM,"1,036",U.S. House of Representatives,CA
Ventura,District 25,Steve Knight,REP,"10,123",U.S. House of Representatives,CA
Districtwide,District 26,Julia Brownley,DEM,"46,375",U.S. House of Representatives,CA
Districtwide,District 26,John Nelson,DEM,"3,090",U.S. House of Representatives,CA
Districtwide,District 26,Jeffrey D. Burum,REP,"17,917",U.S. House of Representatives,CA
Districtwide,District 26,"Antonio Sabato, Jr.",REP,"20,226",U.S. House of Representatives,CA
Los Angeles,District 26,Julia Brownley,DEM,750,U.S. House of Representatives,CA
Los Angeles,District 26,John Nelson,DEM,40,U.S. House of Representatives,CA
Los Angeles,District 26,Jeffrey D. Burum,REP,296,U.S. House of Representatives,CA
Los Angeles,District 26,"Antonio Sabato, Jr.",REP,395,U.S. House of Representatives,CA
Ventura,District 26,Julia Brownley,DEM,"45,625",U.S. House of Representatives,CA
Ventura,District 26,John Nelson,DEM,"3,050",U.S. House of Representatives,CA
Ventura,District 26,Jeffrey D. Burum,REP,"17,621",U.S. House of Representatives,CA
Ventura,District 26,"Antonio Sabato, Jr.",REP,"19,831",U.S. House of Representatives,CA
Districtwide,District 27,Judy Chu,DEM,"54,677",U.S. House of Representatives,CA
Districtwide,District 27,Bryan Witt,DEM,"11,441",U.S. House of Representatives,CA
Los Angeles,District 27,Judy Chu,DEM,"51,805",U.S. House of Representatives,CA
Los Angeles,District 27,Bryan Witt,DEM,"10,319",U.S. House of Representatives,CA
San Bernardino,District 27,Judy Chu,DEM,"2,872",U.S. House of Representatives,CA
San Bernardino,District 27,Bryan Witt,DEM,"1,122",U.S. House of Representatives,CA
Los Angeles,District 28,Sal Genovese,DEM,"4,614",U.S. House of Representatives,CA
Los Angeles,District 28,Adam B. Schiff,DEM,"58,726",U.S. House of Representatives,CA
Los Angeles,District 28,Johnny J. Nalbandian,REP,"17,865",U.S. House of Representatives,CA
Los Angeles,District 29,Tony Cardenas,DEM,"28,098",U.S. House of Representatives,CA
Los Angeles,District 29,"Joseph ""Joe"" Shammas",DEM,"3,351",U.S. House of Representatives,CA
Los Angeles,District 29,Benito Benny Bernal,REP,"7,483",U.S. House of Representatives,CA
Los Angeles,District 29,Angelica Maria DueÃ±as,GRN,"2,456",U.S. House of Representatives,CA
Los Angeles,District 29,Juan Rey,NPP,566,U.S. House of Representatives,CA
Districtwide,District 30,Jon Pelzer,DEM,"4,135",U.S. House of Representatives,CA
Districtwide,District 30,Raji Rab,DEM,"4,218",U.S. House of Representatives,CA
Districtwide,District 30,Brad Sherman,DEM,"50,648",U.S. House of Representatives,CA
Districtwide,District 30,Mark S. Reed,REP,"23,543",U.S. House of Representatives,CA
Los Angeles,District 30,Jon Pelzer,DEM,"4,126",U.S. House of Representatives,CA
Los Angeles,District 30,Raji Rab,DEM,"4,202",U.S. House of Representatives,CA
Los Angeles,District 30,Brad Sherman,DEM,"50,464",U.S. House of Representatives,CA
Los Angeles,District 30,Mark S. Reed,REP,"23,373",U.S. House of Representatives,CA
Ventura,District 30,Jon Pelzer,DEM,9,U.S. House of Representatives,CA
Ventura,District 30,Raji Rab,DEM,16,U.S. House of Representatives,CA
Ventura,District 30,Brad Sherman,DEM,184,U.S. House of Representatives,CA
Ventura,District 30,Mark S. Reed,REP,170,U.S. House of Representatives,CA
San Bernardino,District 31,Pete Aguilar,DEM,"25,969",U.S. House of Representatives,CA
San Bernardino,District 31,Kaisar Ahmed,DEM,"4,696",U.S. House of Representatives,CA
San Bernardino,District 31,Sean Flynn,REP,"26,052",U.S. House of Representatives,CA
Los Angeles,District 32,Grace Flores Napolitano,DEM,"38,137",U.S. House of Representatives,CA
Los Angeles,District 33,Ted W. Lieu,DEM,"62,714",U.S. House of Representatives,CA
Los Angeles,District 33,Emory P. Rodgers,DEM,"8,219",U.S. House of Representatives,CA
Los Angeles,District 33,Kenneth Weston Wright,REP,"32,368",U.S. House of Representatives,CA
Los Angeles,District 34,Jimmy Gomez,DEM,"34,551",U.S. House of Representatives,CA
Los Angeles,District 34,Kenneth Mejia,GRN,"5,275",U.S. House of Representatives,CA
Los Angeles,District 34,Angela Elise McArdle,LIB,"3,680",U.S. House of Representatives,CA
Districtwide,District 35,Joe Baca,DEM,"5,669",U.S. House of Representatives,CA
Districtwide,District 35,Norma J. Torres,DEM,"19,868",U.S. House of Representatives,CA
Districtwide,District 35,Christian Leonel Valiente,REP,"13,456",U.S. House of Representatives,CA
Los Angeles,District 35,Joe Baca,DEM,"1,155",U.S. House of Representatives,CA
Los Angeles,District 35,Norma J. Torres,DEM,"5,227",U.S. House of Representatives,CA
Los Angeles,District 35,Christian Leonel Valiente,REP,"2,120",U.S. House of Representatives,CA
San Bernardino,District 35,Joe Baca,DEM,"4,514",U.S. House of Representatives,CA
San Bernardino,District 35,Norma J. Torres,DEM,"14,641",U.S. House of Representatives,CA
San Bernardino,District 35,Christian Leonel Valiente,REP,"11,336",U.S. House of Representatives,CA
Riverside,District 36,Raul Ruiz,DEM,"39,527",U.S. House of Representatives,CA
Riverside,District 36,Dan Ball,REP,"5,783",U.S. House of Representatives,CA
Riverside,District 36,Robert Bentley,REP,"3,184",U.S. House of Representatives,CA
Riverside,District 36,Douglas Hassett,REP,"3,683",U.S. House of Representatives,CA
Riverside,District 36,Kimberlin Brown Pelzer,REP,"16,539",U.S. House of Representatives,CA
Riverside,District 36,Stephan J. Wolkowicz,REP,"3,528",U.S. House of Representatives,CA
Los Angeles,District 37,Karen Bass,DEM,"61,136",U.S. House of Representatives,CA
Los Angeles,District 37,Ron J. Bassilian,REP,"7,837",U.S. House of Representatives,CA
Districtwide,District 38,Linda T. SÃ¡nchez,DEM,"37,508",U.S. House of Representatives,CA
Districtwide,District 38,Ryan Downing,REP,"22,809",U.S. House of Representatives,CA
Los Angeles,District 38,Linda T. SÃ¡nchez,DEM,"36,632",U.S. House of Representatives,CA
Los Angeles,District 38,Ryan Downing,REP,"21,817",U.S. House of Representatives,CA
Orange,District 38,Linda T. SÃ¡nchez,DEM,876,U.S. House of Representatives,CA
Orange,District 38,Ryan Downing,REP,992,U.S. House of Representatives,CA
Districtwide,District 39,Gil Cisneros,DEM,"16,506",U.S. House of Representatives,CA
Districtwide,District 39,Sam Jammal,DEM,"4,486",U.S. House of Representatives,CA
Districtwide,District 39,Herbert H. Lee,DEM,"3,492",U.S. House of Representatives,CA
Districtwide,District 39,Suzi Park Leggett,DEM,"1,284",U.S. House of Representatives,CA
Districtwide,District 39,Andy Thorburn,DEM,"7,656",U.S. House of Representatives,CA
Districtwide,District 39,Mai Khanh Tran,DEM,"4,133",U.S. House of Representatives,CA
Districtwide,District 39,John J. Cullum,REP,"1,110",U.S. House of Representatives,CA
Districtwide,District 39,Bob Huff,REP,"5,330",U.S. House of Representatives,CA
Districtwide,District 39,Young Kim,REP,"18,637",U.S. House of Representatives,CA
Districtwide,District 39,Phil Liberatore,REP,"11,876",U.S. House of Representatives,CA
Districtwide,District 39,Shawn Nelson,REP,"5,867",U.S. House of Representatives,CA
Districtwide,District 39,Andrew Sarega,REP,497,U.S. House of Representatives,CA
Districtwide,District 39,Steven C. Vargas,REP,"2,616",U.S. House of Representatives,CA
Districtwide,District 39,Ted M. Alemayhu,AI,106,U.S. House of Representatives,CA
Districtwide,District 39,Sophia J. Alexander,AI,300,U.S. House of Representatives,CA
Districtwide,District 39,Steve Cox,NPP,533,U.S. House of Representatives,CA
Districtwide,District 39,Karen Lee Schatzle,NPP,556,U.S. House of Representatives,CA
Los Angeles,District 39,Gil Cisneros,DEM,"4,968",U.S. House of Representatives,CA
Los Angeles,District 39,Sam Jammal,DEM,948,U.S. House of Representatives,CA
Los Angeles,District 39,Herbert H. Lee,DEM,"1,545",U.S. House of Representatives,CA
Los Angeles,District 39,Suzi Park Leggett,DEM,277,U.S. House of Representatives,CA
Los Angeles,District 39,Andy Thorburn,DEM,"2,004",U.S. House of Representatives,CA
Los Angeles,District 39,Mai Khanh Tran,DEM,"1,356",U.S. House of Representatives,CA
Los Angeles,District 39,John J. Cullum,REP,252,U.S. House of Representatives,CA
Los Angeles,District 39,Bob Huff,REP,"2,221",U.S. House of Representatives,CA
Los Angeles,District 39,Young Kim,REP,"3,275",U.S. House of Representatives,CA
Los Angeles,District 39,Phil Liberatore,REP,"2,287",U.S. House of Representatives,CA
Los Angeles,District 39,Shawn Nelson,REP,879,U.S. House of Representatives,CA
Los Angeles,District 39,Andrew Sarega,REP,108,U.S. House of Representatives,CA
Los Angeles,District 39,Steven C. Vargas,REP,655,U.S. House of Representatives,CA
Los Angeles,District 39,Ted M. Alemayhu,AI,28,U.S. House of Representatives,CA
Los Angeles,District 39,Sophia J. Alexander,AI,53,U.S. House of Representatives,CA
Los Angeles,District 39,Steve Cox,NPP,149,U.S. House of Representatives,CA
Los Angeles,District 39,Karen Lee Schatzle,NPP,169,U.S. House of Representatives,CA
Orange,District 39,Gil Cisneros,DEM,"10,071",U.S. House of Representatives,CA
Orange,District 39,Sam Jammal,DEM,"3,211",U.S. House of Representatives,CA
Orange,District 39,Herbert H. Lee,DEM,"1,595",U.S. House of Representatives,CA
Orange,District 39,Suzi Park Leggett,DEM,889,U.S. House of Representatives,CA
Orange,District 39,Andy Thorburn,DEM,"4,760",U.S. House of Representatives,CA
Orange,District 39,Mai Khanh Tran,DEM,"2,423",U.S. House of Representatives,CA
Orange,District 39,John J. Cullum,REP,755,U.S. House of Representatives,CA
Orange,District 39,Bob Huff,REP,"2,370",U.S. House of Representatives,CA
Orange,District 39,Young Kim,REP,"14,176",U.S. House of Representatives,CA
Orange,District 39,Phil Liberatore,REP,"7,850",U.S. House of Representatives,CA
Orange,District 39,Shawn Nelson,REP,"4,601",U.S. House of Representatives,CA
Orange,District 39,Andrew Sarega,REP,355,U.S. House of Representatives,CA
Orange,District 39,Steven C. Vargas,REP,"1,735",U.S. House of Representatives,CA
Orange,District 39,Ted M. Alemayhu,AI,64,U.S. House of Representatives,CA
Orange,District 39,Sophia J. Alexander,AI,223,U.S. House of Representatives,CA
Orange,District 39,Steve Cox,NPP,299,U.S. House of Representatives,CA
Orange,District 39,Karen Lee Schatzle,NPP,324,U.S. House of Representatives,CA
San Bernardino,District 39,Gil Cisneros,DEM,"1,467",U.S. House of Representatives,CA
San Bernardino,District 39,Sam Jammal,DEM,327,U.S. House of Representatives,CA
San Bernardino,District 39,Herbert H. Lee,DEM,352,U.S. House of Representatives,CA
San Bernardino,District 39,Suzi Park Leggett,DEM,118,U.S. House of Representatives,CA
San Bernardino,District 39,Andy Thorburn,DEM,892,U.S. House of Representatives,CA
San Bernardino,District 39,Mai Khanh Tran,DEM,354,U.S. House of Representatives,CA
San Bernardino,District 39,John J. Cullum,REP,103,U.S. House of Representatives,CA
San Bernardino,District 39,Bob Huff,REP,739,U.S. House of Representatives,CA
San Bernardino,District 39,Young Kim,REP,"1,186",U.S. House of Representatives,CA
San Bernardino,District 39,Phil Liberatore,REP,"1,739",U.S. House of Representatives,CA
San Bernardino,District 39,Shawn Nelson,REP,387,U.S. House of Representatives,CA
San Bernardino,District 39,Andrew Sarega,REP,34,U.S. House of Representatives,CA
San Bernardino,District 39,Steven C. Vargas,REP,226,U.S. House of Representatives,CA
San Bernardino,District 39,Ted M. Alemayhu,AI,14,U.S. House of Representatives,CA
San Bernardino,District 39,Sophia J. Alexander,AI,24,U.S. House of Representatives,CA
San Bernardino,District 39,Steve Cox,NPP,85,U.S. House of Representatives,CA
San Bernardino,District 39,Karen Lee Schatzle,NPP,63,U.S. House of Representatives,CA
Los Angeles,District 40,Lucille Roybal-Allard,DEM,"23,822",U.S. House of Representatives,CA
Los Angeles,District 40,Rodolfo Cortes Barragan,GRN,"5,817",U.S. House of Representatives,CA
Riverside,District 41,Mark Takano,DEM,"23,945",U.S. House of Representatives,CA
Riverside,District 41,Aja Smith,REP,"18,119",U.S. House of Representatives,CA
Riverside,District 42,Julia C Peacock,DEM,"15,040",U.S. House of Representatives,CA
Riverside,District 42,Norman Quintero,DEM,"4,831",U.S. House of Representatives,CA
Riverside,District 42,Ken Calvert,REP,"36,702",U.S. House of Representatives,CA
Riverside,District 42,Matt Woody,NPP,"2,660",U.S. House of Representatives,CA
Los Angeles,District 43,Maxine Waters,DEM,"41,789",U.S. House of Representatives,CA
Los Angeles,District 43,Frank T. DeMartini,REP,"4,167",U.S. House of Representatives,CA
Los Angeles,District 43,Edwin P. Duterte,REP,"2,485",U.S. House of Representatives,CA
Los Angeles,District 43,Omar Navarro,REP,"8,591",U.S. House of Representatives,CA
Los Angeles,District 43,Miguel Angel Zuniga,GRN,"1,326",U.S. House of Representatives,CA
Los Angeles,District 44,Nanette Diaz BarragÃ¡n,DEM,"26,356",U.S. House of Representatives,CA
Los Angeles,District 44,Aja L. Brown,DEM,"6,700",U.S. House of Representatives,CA
Los Angeles,District 44,Stacey Dash,REP,"2,927",U.S. House of Representatives,CA
Los Angeles,District 44,Jazmina Saavedra,REP,"4,058",U.S. House of Representatives,CA
Orange,District 45,Brian Forde,DEM,"5,506",U.S. House of Representatives,CA
Orange,District 45,Kia Hamadanchy,DEM,"1,673",U.S. House of Representatives,CA
Orange,District 45,Dave Min,DEM,"16,854",U.S. House of Representatives,CA
Orange,District 45,Katie Porter,DEM,"19,453",U.S. House of Representatives,CA
Orange,District 45,Mimi Walters,REP,"52,098",U.S. House of Representatives,CA
Orange,District 45,John Graham,NPP,"2,304",U.S. House of Representatives,CA
Orange,District 46,Lou Correa,DEM,"23,079",U.S. House of Representatives,CA
Orange,District 46,Russell Rene Lambert,REP,"13,605",U.S. House of Representatives,CA
Orange,District 46,Will Johnson,NPP,813,U.S. House of Representatives,CA
Orange,District 46,Ed Rushman,NPP,"1,167",U.S. House of Representatives,CA
Districtwide,District 47,Alan Lowenthal,DEM,"40,792",U.S. House of Representatives,CA
Districtwide,District 47,John Briscoe,REP,"15,086",U.S. House of Representatives,CA
Districtwide,District 47,David Michael Clifford,REP,"12,726",U.S. House of Representatives,CA
Los Angeles,District 47,Alan Lowenthal,DEM,"27,205",U.S. House of Representatives,CA
Los Angeles,District 47,John Briscoe,REP,"7,740",U.S. House of Representatives,CA
Los Angeles,District 47,David Michael Clifford,REP,"5,615",U.S. House of Representatives,CA
Orange,District 47,Alan Lowenthal,DEM,"13,587",U.S. House of Representatives,CA
Orange,District 47,John Briscoe,REP,"7,346",U.S. House of Representatives,CA
Orange,District 47,David Michael Clifford,REP,"7,111",U.S. House of Representatives,CA
Orange,District 48,Hans Keirstead,DEM,"18,109",U.S. House of Representatives,CA
Orange,District 48,Michael Kotick,DEM,"1,671",U.S. House of Representatives,CA
Orange,District 48,Laura Oatman,DEM,"1,504",U.S. House of Representatives,CA
Orange,District 48,Rachel Payne,DEM,"2,215",U.S. House of Representatives,CA
Orange,District 48,Harley Rouda,DEM,"18,182",U.S. House of Representatives,CA
Orange,District 48,Deanie Schaarsmith,DEM,895,U.S. House of Representatives,CA
Orange,District 48,Omar A. Siddiqui,DEM,"5,110",U.S. House of Representatives,CA
Orange,District 48,Tony Zarkades,DEM,831,U.S. House of Representatives,CA
Orange,District 48,Scott Baugh,REP,"16,963",U.S. House of Representatives,CA
Orange,District 48,John Gabbard,REP,"3,381",U.S. House of Representatives,CA
Orange,District 48,Paul Martin,REP,"1,672",U.S. House of Representatives,CA
Orange,District 48,Stelian Onufrei,REP,421,U.S. House of Representatives,CA
Orange,District 48,Dana Rohrabacher,REP,"31,886",U.S. House of Representatives,CA
Orange,District 48,Shastina Sandman,REP,"1,519",U.S. House of Representatives,CA
Orange,District 48,Brandon Reiser,LIB,532,U.S. House of Representatives,CA
Orange,District 48,Kevin Kensinger,NPP,427,U.S. House of Representatives,CA
Districtwide,District 49,Doug Applegate,DEM,"14,592",U.S. House of Representatives,CA
Districtwide,District 49,Sara Jacobs,DEM,"17,099",U.S. House of Representatives,CA
Districtwide,District 49,Paul G. Kerr,DEM,"5,278",U.S. House of Representatives,CA
Districtwide,District 49,Mike Levin,DEM,"18,958",U.S. House of Representatives,CA
Districtwide,District 49,Rocky J. ChÃ¡vez,REP,"8,581",U.S. House of Representatives,CA
Districtwide,District 49,Kristin Gaspar,REP,"9,670",U.S. House of Representatives,CA
Districtwide,District 49,Diane L. Harkey,REP,"28,191",U.S. House of Representatives,CA
Districtwide,District 49,Brian Maryott,REP,"3,273",U.S. House of Representatives,CA
Districtwide,District 49,David Medway,REP,637,U.S. House of Representatives,CA
Districtwide,District 49,Craig A. Nordal,REP,674,U.S. House of Representatives,CA
Districtwide,District 49,Mike Schmitt,REP,"1,479",U.S. House of Representatives,CA
Districtwide,District 49,Joshua Schoonover,REP,838,U.S. House of Representatives,CA
Districtwide,District 49,Danielle St. John,GRN,391,U.S. House of Representatives,CA
Districtwide,District 49,Joshua L. Hancock,LIB,313,U.S. House of Representatives,CA
Districtwide,District 49,Jordan P. Mills,P&F,129,U.S. House of Representatives,CA
Districtwide,District 49,Robert Pendleton,NPP,529,U.S. House of Representatives,CA
Orange,District 49,Doug Applegate,DEM,"2,182",U.S. House of Representatives,CA
Orange,District 49,Sara Jacobs,DEM,"3,265",U.S. House of Representatives,CA
Orange,District 49,Paul G. Kerr,DEM,813,U.S. House of Representatives,CA
Orange,District 49,Mike Levin,DEM,"5,324",U.S. House of Representatives,CA
Orange,District 49,Rocky J. ChÃ¡vez,REP,"1,569",U.S. House of Representatives,CA
Orange,District 49,Kristin Gaspar,REP,"1,792",U.S. House of Representatives,CA
Orange,District 49,Diane L. Harkey,REP,"8,806",U.S. House of Representatives,CA
Orange,District 49,Brian Maryott,REP,"2,059",U.S. House of Representatives,CA
Orange,District 49,David Medway,REP,169,U.S. House of Representatives,CA
Orange,District 49,Craig A. Nordal,REP,219,U.S. House of Representatives,CA
Orange,District 49,Mike Schmitt,REP,674,U.S. House of Representatives,CA
Orange,District 49,Joshua Schoonover,REP,305,U.S. House of Representatives,CA
Orange,District 49,Danielle St. John,GRN,84,U.S. House of Representatives,CA
Orange,District 49,Joshua L. Hancock,LIB,85,U.S. House of Representatives,CA
Orange,District 49,Jordan P. Mills,P&F,22,U.S. House of Representatives,CA
Orange,District 49,Robert Pendleton,NPP,132,U.S. House of Representatives,CA
San Diego,District 49,Doug Applegate,DEM,"12,410",U.S. House of Representatives,CA
San Diego,District 49,Sara Jacobs,DEM,"13,834",U.S. House of Representatives,CA
San Diego,District 49,Paul G. Kerr,DEM,"4,465",U.S. House of Representatives,CA
San Diego,District 49,Mike Levin,DEM,"13,634",U.S. House of Representatives,CA
San Diego,District 49,Rocky J. ChÃ¡vez,REP,"7,012",U.S. House of Representatives,CA
San Diego,District 49,Kristin Gaspar,REP,"7,878",U.S. House of Representatives,CA
San Diego,District 49,Diane L. Harkey,REP,"19,385",U.S. House of Representatives,CA
San Diego,District 49,Brian Maryott,REP,"1,214",U.S. House of Representatives,CA
San Diego,District 49,David Medway,REP,468,U.S. House of Representatives,CA
San Diego,District 49,Craig A. Nordal,REP,455,U.S. House of Representatives,CA
San Diego,District 49,Mike Schmitt,REP,805,U.S. House of Representatives,CA
San Diego,District 49,Joshua Schoonover,REP,533,U.S. House of Representatives,CA
San Diego,District 49,Danielle St. John,GRN,307,U.S. House of Representatives,CA
San Diego,District 49,Joshua L. Hancock,LIB,228,U.S. House of Representatives,CA
San Diego,District 49,Jordan P. Mills,P&F,107,U.S. House of Representatives,CA
San Diego,District 49,Robert Pendleton,NPP,397,U.S. House of Representatives,CA
Districtwide,District 50,Josh Butner,DEM,"11,333",U.S. House of Representatives,CA
Districtwide,District 50,Ammar Campa-Najjar,DEM,"14,445",U.S. House of Representatives,CA
Districtwide,District 50,Patrick Malloy,DEM,"5,324",U.S. House of Representatives,CA
