"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"12-04","","67","3386","1448","1","15","Governor - R","","46","TUPOLA, Andria","","C","34","6","37"
"12-04","","67","3386","1448","1","15","Governor - R","","47","CARROLL, John","","C","25","0","22"
"12-04","","67","3386","1448","1","15","Governor - R","","48","LHEUREUX, Ray","","C","2","0","1"
"12-04","","67","3386","1448","1","16","Lieutenant Governor - G","","49","ING, Renee","","C","3","1","0"
"12-04","","67","3386","1448","1","17","Lieutenant Governor - D","","50","GREEN, Josh","","C","216","33","157"
"12-04","","67","3386","1448","1","17","Lieutenant Governor - D","","51","TOKUDA, Jill N.","","C","201","14","89"
"12-04","","67","3386","1448","1","17","Lieutenant Governor - D","","52","CARVALHO, Bernard P., Jr.","","C","147","24","92"
"12-04","","67","3386","1448","1","17","Lieutenant Governor - D","","53","IWAMOTO, Kim Coco","","C","77","26","100"
"12-04","","67","3386","1448","1","17","Lieutenant Governor - D","","54","ESPERO, Will","","C","24","1","21"
"12-04","","67","3386","1448","1","18","Lieutenant Governor - N","","55","ROBOTTI, Paul F.","","C","0","0","1"
"12-04","","67","3386","1448","1","18","Lieutenant Governor - N","","56","MAGAOAY, Ernest G.","","C","0","0","1"
"12-04","","67","3386","1448","1","19","Lieutenant Governor - R","","57","LIPSCOMB, Steve","","C","12","1","21"
"12-04","","67","3386","1448","1","19","Lieutenant Governor - R","","58","KERNS, Marissa Dipasupil","","C","18","3","14"
"12-04","","67","3386","1448","1","19","Lieutenant Governor - R","","59","LOW, Jeremy","","C","22","2","16"
"12-04","","67","3386","1448","1","27","State Senator, Dist 7 - D","","70","ENGLISH, J. Kalani","","C","475","68","319"
"12-04","","67","3386","1448","1","27","State Senator, Dist 7 - D","","71","TENGAN, Michael","","C","120","20","89"
"12-04","","67","3386","1448","1","27","State Senator, Dist 7 - D","","72","HALINIAK, Gayla","","C","27","3","20"
"12-04","","67","3386","1448","1","59","State Representative, Dist 12 - D","","124","LAWRENCE, Tiare M.","","C","237","43","224"
"12-04","","67","3386","1448","1","59","State Representative, Dist 12 - D","","125","YAMASHITA, Kyle T.","","C","456","59","248"
"12-04","","67","3386","1448","1","119","Oahu Resident Trustee","","214","KIA'AINA, Esther","","C","61","14","55"
"12-04","","67","3386","1448","1","119","Oahu Resident Trustee","","215","KING, Samuel Wilder, II","","C","49","3","28"
"12-04","","67","3386","1448","1","119","Oahu Resident Trustee","","216","AKAKA, Kalei","","C","102","20","85"
"12-04","","67","3386","1448","1","119","Oahu Resident Trustee","","217","BURKE, Jackie Kahookele","","C","18","5","13"
"12-04","","67","3386","1448","1","119","Oahu Resident Trustee","","218","MOSSMAN, Paul","","C","101","20","83"
"12-04","","67","3386","1448","1","119","Oahu Resident Trustee","","219","KALIMA, Leona Mapuana","","C","49","7","25"
"12-04","","67","3386","1448","1","119","Oahu Resident Trustee","","220","MURRAY, Francine Kanani","","C","33","1","23"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","221","AHU ISA, Lei (Leina'ala)","","C","98","15","59"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","222","AKANA, Rowena Noelani","","C","140","25","118"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","223","AMSTERDAM, C. Kaui Jochanan","","C","15","5","13"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","224","LEE, Brendon Kalei'aina","","C","84","18","65"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","225","PAIKAI, Landen D.K.K.","","C","27","7","28"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","226","RYAN, Pohai","","C","57","8","28"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","227","PA'ALUHI, Marc Kalai","","C","20","6","14"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","228","AILA, William J., Jr.","","C","90","10","47"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","229","AKINA, Alvin A. (Auhana)","","C","60","16","33"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","230","HANOHANO, Faye (Pua)","","C","86","15","68"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","231","MAKEKAU, Keali'i","","C","84","16","60"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","232","PARIS, Makana","","C","81","13","38"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","233","WAIHEE, John D., IV","","C","238","40","149"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","234","PUUOHAU, Kali","","C","12","1","17"
"12-04","","67","3386","1448","1","120","At-Large Trustee","","235","SHARSH-DAVIS, Lei","","C","16","1","15"
"12-04","","67","3386","1448","1","130","Mayor, County of Maui","","256","COCHRAN, Elle","","C","173","28","157"
"12-04","","67","3386","1448","1","130","Mayor, County of Maui","","257","HAWKES, Beau E.","","C","1","0","1"
"12-04","","67","3386","1448","1","130","Mayor, County of Maui","","258","KOPELMAN, Orion (Ori)","","C","6","2","6"
"12-04","","67","3386","1448","1","130","Mayor, County of Maui","","259","ZAHND, Laurent R.B. (L)","","C","0","0","2"
"12-04","","67","3386","1448","1","130","Mayor, County of Maui","","260","GUZMAN, Don S.","","C","209","22","143"
"12-04","","67","3386","1448","1","130","Mayor, County of Maui","","261","HAWLEY, Alec John","","C","1","0","4"
"12-04","","67","3386","1448","1","130","Mayor, County of Maui","","262","VICTORINO, Mike","","C","366","56","222"
"12-04","","67","3386","1448","1","131","Councilmember (West Maui)","","263","BALINBIN, Kanamu","","C","170","25","90"
"12-04","","67","3386","1448","1","131","Councilmember (West Maui)","","264","PALTIN, Tamara Akiko Maile","","C","304","48","224"
"12-04","","67","3386","1448","1","131","Councilmember (West Maui)","","265","NAVA, Rick","","C","105","20","97"
"12-04","","67","3386","1448","1","132","Councilmember (Kahului)","","266","KAIWI, Deb","","C","130","16","76"
"12-04","","67","3386","1448","1","132","Councilmember (Kahului)","","267","ARAKAWA, Alan M.","","C","276","44","193"
"12-04","","67","3386","1448","1","132","Councilmember (Kahului)","","268","KAMA, Natalie (Tasha)","","C","248","39","201"
"12-04","","67","3386","1448","1","133","Councilmember (Makawao-Haiku-Paia)","","269","MOLINA, Mike","","C","497","64","318"
"12-04","","67","3386","1448","1","133","Councilmember (Makawao-Haiku-Paia)","","270","BOROWIEC, Adam","","C","22","4","19"
"12-04","","67","3386","1448","1","133","Councilmember (Makawao-Haiku-Paia)","","271","FURTADO, Trinette","","C","214","36","158"
"12-04","","67","3386","1448","1","134","Councilmember (Molokai)","","272","CAPARIDA-SCHNACKENBERG, C.","","C","23","5","17"
"12-04","","67","3386","1448","1","134","Councilmember (Molokai)","","273","RAWLINS-FERNANDEZ, Keani","","C","204","34","162"
"12-04","","67","3386","1448","1","134","Councilmember (Molokai)","","274","CRIVELLO, Stacy Helm","","C","380","55","244"
"12-05","","68","5157","2334","1","2","U.S. Senator - D","","7","HIRONO, Mazie K.","","C","960","132","598"
"12-05","","68","5157","2334","1","3","U.S. Senator - N","","8","REYES, Arturo Pacheco","","C","2","0","0"
"12-05","","68","5157","2334","1","3","U.S. Senator - N","","9","HAVERTY, Charles (Charlie)","","C","0","0","1"
"12-05","","68","5157","2334","1","3","U.S. Senator - N","","10","MAERTENS, Matthew K.","","C","1","0","0"
"12-05","","68","5157","2334","1","4","U.S. Senator - R","","11","ANDERSON, Consuelo","","C","11","0","14"
"12-05","","68","5157","2334","1","4","U.S. Senator - R","","12","HELSHAM, Robert C., Sr.","","C","13","1","3"
"12-05","","68","5157","2334","1","4","U.S. Senator - R","","13","WHITE, Thomas E.","","C","24","3","22"
"12-05","","68","5157","2334","1","4","U.S. Senator - R","","14","DE LA FUENTE, Rocky Mamaka","","C","10","3","8"
"12-05","","68","5157","2334","1","4","U.S. Senator - R","","15","CURTIS, Ron","","C","15","2","16"
"12-05","","68","5157","2334","1","4","U.S. Senator - R","","16","HODGKISS, Michael R.","","C","1","0","4"
"12-05","","68","5157","2334","1","4","U.S. Senator - R","","17","BERISH, George L.","","C","10","0","4"
"12-05","","68","5157","2334","1","4","U.S. Senator - R","","18","PIRKOWSKI, Eddie","","C","2","1","0"
"12-05","","68","5157","2334","1","10","U.S. Representative, Dist II - D","","32","AUSTIN, Anthony Tony","","C","41","4","19"
"12-05","","68","5157","2334","1","10","U.S. Representative, Dist II - D","","33","GABBARD, Tulsi","","C","926","122","603"
"12-05","","68","5157","2334","1","10","U.S. Representative, Dist II - D","","34","ALU CAMPAGNA, Sherry","","C","90","31","66"
"12-05","","68","5157","2334","1","11","U.S. Representative, Dist II - R","","35","EVANS, Brian","","C","78","5","56"
"12-05","","68","5157","2334","1","12","Governor - G","","36","BREWER, Jim","","C","2","0","0"
"12-05","","68","5157","2334","1","13","Governor - D","","37","CARAVALHO, Ernest","","C","26","1","19"
"12-05","","68","5157","2334","1","13","Governor - D","","38","KA'EHU'AE'A, Wendell J.","","C","13","2","14"
"12-05","","68","5157","2334","1","13","Governor - D","","39","TANABE, Van (Tanaban)","","C","2","0","4"
"12-05","","68","5157","2334","1","13","Governor - D","","40","IGE, David Y.","","C","534","104","362"
"12-05","","68","5157","2334","1","13","Governor - D","","41","HANABUSA, Colleen Wakako","","C","533","56","324"
"12-05","","68","5157","2334","1","13","Governor - D","","42","KIM, Richard Y.","","C","8","2","7"
"12-05","","68","5157","2334","1","14","Governor - N","","43","TERUYA, Terrence K.","","C","3","0","0"
"12-05","","68","5157","2334","1","14","Governor - N","","44","BLACKWELL, Selina T.","","C","0","0","1"
"12-05","","68","5157","2334","1","14","Governor - N","","45","EL, Link","","C","1","0","0"
"12-05","","68","5157","2334","1","15","Governor - R","","46","TUPOLA, Andria","","C","64","5","47"
"12-05","","68","5157","2334","1","15","Governor - R","","47","CARROLL, John","","C","41","7","30"
"12-05","","68","5157","2334","1","15","Governor - R","","48","LHEUREUX, Ray","","C","5","0","5"
"12-05","","68","5157","2334","1","16","Lieutenant Governor - G","","49","ING, Renee","","C","2","0","0"
"12-05","","68","5157","2334","1","17","Lieutenant Governor - D","","50","GREEN, Josh","","C","414","57","278"
"12-05","","68","5157","2334","1","17","Lieutenant Governor - D","","51","TOKUDA, Jill N.","","C","258","27","123"
"12-05","","68","5157","2334","1","17","Lieutenant Governor - D","","52","CARVALHO, Bernard P., Jr.","","C","237","38","137"
"12-05","","68","5157","2334","1","17","Lieutenant Governor - D","","53","IWAMOTO, Kim Coco","","C","136","43","159"
"12-05","","68","5157","2334","1","17","Lieutenant Governor - D","","54","ESPERO, Will","","C","40","3","18"
"12-05","","68","5157","2334","1","18","Lieutenant Governor - N","","55","ROBOTTI, Paul F.","","C","2","0","0"
"12-05","","68","5157","2334","1","18","Lieutenant Governor - N","","56","MAGAOAY, Ernest G.","","C","2","0","1"
"12-05","","68","5157","2334","1","19","Lieutenant Governor - R","","57","LIPSCOMB, Steve","","C","28","1","27"
"12-05","","68","5157","2334","1","19","Lieutenant Governor - R","","58","KERNS, Marissa Dipasupil","","C","34","4","30"
"12-05","","68","5157","2334","1","19","Lieutenant Governor - R","","59","LOW, Jeremy","","C","32","6","18"
"12-05","","68","5157","2334","1","27","State Senator, Dist 7 - D","","70","ENGLISH, J. Kalani","","C","745","94","463"
"12-05","","68","5157","2334","1","27","State Senator, Dist 7 - D","","71","TENGAN, Michael","","C","203","50","187"
"12-05","","68","5157","2334","1","27","State Senator, Dist 7 - D","","72","HALINIAK, Gayla","","C","51","11","43"
"12-05","","68","5157","2334","1","59","State Representative, Dist 12 - D","","124","LAWRENCE, Tiare M.","","C","498","102","416"
"12-05","","68","5157","2334","1","59","State Representative, Dist 12 - D","","125","YAMASHITA, Kyle T.","","C","613","69","315"
"12-05","","68","5157","2334","1","119","Oahu Resident Trustee","","214","KIA'AINA, Esther","","C","182","39","115"
"12-05","","68","5157","2334","1","119","Oahu Resident Trustee","","215","KING, Samuel Wilder, II","","C","98","13","69"
"12-05","","68","5157","2334","1","119","Oahu Resident Trustee","","216","AKAKA, Kalei","","C","113","20","102"
"12-05","","68","5157","2334","1","119","Oahu Resident Trustee","","217","BURKE, Jackie Kahookele","","C","29","6","32"
"12-05","","68","5157","2334","1","119","Oahu Resident Trustee","","218","MOSSMAN, Paul","","C","146","34","103"
"12-05","","68","5157","2334","1","119","Oahu Resident Trustee","","219","KALIMA, Leona Mapuana","","C","52","9","51"
"12-05","","68","5157","2334","1","119","Oahu Resident Trustee","","220","MURRAY, Francine Kanani","","C","21","3","15"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","221","AHU ISA, Lei (Leina'ala)","","C","139","28","87"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","222","AKANA, Rowena Noelani","","C","174","27","152"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","223","AMSTERDAM, C. Kaui Jochanan","","C","29","4","21"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","224","LEE, Brendon Kalei'aina","","C","120","24","65"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","225","PAIKAI, Landen D.K.K.","","C","118","19","60"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","226","RYAN, Pohai","","C","81","10","52"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","227","PA'ALUHI, Marc Kalai","","C","29","7","31"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","228","AILA, William J., Jr.","","C","222","35","118"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","229","AKINA, Alvin A. (Auhana)","","C","57","12","62"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","230","HANOHANO, Faye (Pua)","","C","113","26","102"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","231","MAKEKAU, Keali'i","","C","137","29","106"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","232","PARIS, Makana","","C","155","20","109"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","233","WAIHEE, John D., IV","","C","316","60","192"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","234","PUUOHAU, Kali","","C","23","5","30"
"12-05","","68","5157","2334","1","120","At-Large Trustee","","235","SHARSH-DAVIS, Lei","","C","35","2","23"
"12-05","","68","5157","2334","1","130","Mayor, County of Maui","","256","COCHRAN, Elle","","C","373","84","343"
"12-05","","68","5157","2334","1","130","Mayor, County of Maui","","257","HAWKES, Beau E.","","C","7","1","6"
"12-05","","68","5157","2334","1","130","Mayor, County of Maui","","258","KOPELMAN, Orion (Ori)","","C","17","0","14"
"12-05","","68","5157","2334","1","130","Mayor, County of Maui","","259","ZAHND, Laurent R.B. (L)","","C","4","0","0"
"12-05","","68","5157","2334","1","130","Mayor, County of Maui","","260","GUZMAN, Don S.","","C","340","37","211"
"12-05","","68","5157","2334","1","130","Mayor, County of Maui","","261","HAWLEY, Alec John","","C","3","0","6"
"12-05","","68","5157","2334","1","130","Mayor, County of Maui","","262","VICTORINO, Mike","","C","500","61","247"
"12-05","","68","5157","2334","1","131","Councilmember (West Maui)","","263","BALINBIN, Kanamu","","C","182","25","118"
"12-05","","68","5157","2334","1","131","Councilmember (West Maui)","","264","PALTIN, Tamara Akiko Maile","","C","580","108","453"
"12-05","","68","5157","2334","1","131","Councilmember (West Maui)","","265","NAVA, Rick","","C","173","27","110"
"12-05","","68","5157","2334","1","132","Councilmember (Kahului)","","266","KAIWI, Deb","","C","199","26","114"
"12-05","","68","5157","2334","1","132","Councilmember (Kahului)","","267","ARAKAWA, Alan M.","","C","410","48","259"
"12-05","","68","5157","2334","1","132","Councilmember (Kahului)","","268","KAMA, Natalie (Tasha)","","C","467","98","376"
"12-05","","68","5157","2334","1","133","Councilmember (Makawao-Haiku-Paia)","","269","MOLINA, Mike","","C","658","79","372"
"12-05","","68","5157","2334","1","133","Councilmember (Makawao-Haiku-Paia)","","270","BOROWIEC, Adam","","C","45","3","34"
"12-05","","68","5157","2334","1","133","Councilmember (Makawao-Haiku-Paia)","","271","FURTADO, Trinette","","C","430","89","355"
"12-05","","68","5157","2334","1","134","Councilmember (Molokai)","","272","CAPARIDA-SCHNACKENBERG, C.","","C","33","3","22"
"12-05","","68","5157","2334","1","134","Councilmember (Molokai)","","273","RAWLINS-FERNANDEZ, Keani","","C","429","88","337"
"12-05","","68","5157","2334","1","134","Councilmember (Molokai)","","274","CRIVELLO, Stacy Helm","","C","506","74","328"
"12-06","","69","272","104","1","2","U.S. Senator - D","","7","HIRONO, Mazie K.","","C","27","9","40"
"12-06","","69","272","104","1","3","U.S. Senator - N","","8","REYES, Arturo Pacheco","","C","0","0","1"
"12-06","","69","272","104","1","3","U.S. Senator - N","","9","HAVERTY, Charles (Charlie)","","C","0","1","0"
"12-06","","69","272","104","1","3","U.S. Senator - N","","10","MAERTENS, Matthew K.","","C","0","0","0"
"12-06","","69","272","104","1","4","U.S. Senator - R","","11","ANDERSON, Consuelo","","C","0","0","1"
"12-06","","69","272","104","1","4","U.S. Senator - R","","12","HELSHAM, Robert C., Sr.","","C","0","0","0"
"12-06","","69","272","104","1","4","U.S. Senator - R","","13","WHITE, Thomas E.","","C","0","0","2"
"12-06","","69","272","104","1","4","U.S. Senator - R","","14","DE LA FUENTE, Rocky Mamaka","","C","0","0","0"
"12-06","","69","272","104","1","4","U.S. Senator - R","","15","CURTIS, Ron","","C","1","0","0"
"12-06","","69","272","104","1","4","U.S. Senator - R","","16","HODGKISS, Michael R.","","C","1","0","1"
"12-06","","69","272","104","1","4","U.S. Senator - R","","17","BERISH, George L.","","C","1","0","1"
"12-06","","69","272","104","1","4","U.S. Senator - R","","18","PIRKOWSKI, Eddie","","C","0","0","0"
"12-06","","69","272","104","1","10","U.S. Representative, Dist II - D","","32","AUSTIN, Anthony Tony","","C","0","0","1"
"12-06","","69","272","104","1","10","U.S. Representative, Dist II - D","","33","GABBARD, Tulsi","","C","21","6","39"
"12-06","","69","272","104","1","10","U.S. Representative, Dist II - D","","34","ALU CAMPAGNA, Sherry","","C","7","2","7"
"12-06","","69","272","104","1","11","U.S. Representative, Dist II - R","","35","EVANS, Brian","","C","3","0","4"
"12-06","","69","272","104","1","12","Governor - G","","36","BREWER, Jim","","C","0","0","0"
"12-06","","69","272","104","1","13","Governor - D","","37","CARAVALHO, Ernest","","C","0","0","2"
"12-06","","69","272","104","1","13","Governor - D","","38","KA'EHU'AE'A, Wendell J.","","C","0","0","2"
"12-06","","69","272","104","1","13","Governor - D","","39","TANABE, Van (Tanaban)","","C","0","0","0"
"12-06","","69","272","104","1","13","Governor - D","","40","IGE, David Y.","","C","13","3","26"
"12-06","","69","272","104","1","13","Governor - D","","41","HANABUSA, Colleen Wakako","","C","14","7","22"
"12-06","","69","272","104","1","13","Governor - D","","42","KIM, Richard Y.","","C","0","0","0"
"12-06","","69","272","104","1","14","Governor - N","","43","TERUYA, Terrence K.","","C","0","1","1"
"12-06","","69","272","104","1","14","Governor - N","","44","BLACKWELL, Selina T.","","C","0","0","0"
"12-06","","69","272","104","1","14","Governor - N","","45","EL, Link","","C","0","0","0"
"12-06","","69","272","104","1","15","Governor - R","","46","TUPOLA, Andria","","C","3","0","3"
"12-06","","69","272","104","1","15","Governor - R","","47","CARROLL, John","","C","0","0","3"
"12-06","","69","272","104","1","15","Governor - R","","48","LHEUREUX, Ray","","C","0","0","0"
"12-06","","69","272","104","1","16","Lieutenant Governor - G","","49","ING, Renee","","C","0","0","0"
"12-06","","69","272","104","1","17","Lieutenant Governor - D","","50","GREEN, Josh","","C","20","4","24"
"12-06","","69","272","104","1","17","Lieutenant Governor - D","","51","TOKUDA, Jill N.","","C","2","2","7"
"12-06","","69","272","104","1","17","Lieutenant Governor - D","","52","CARVALHO, Bernard P., Jr.","","C","1","3","10"
"12-06","","69","272","104","1","17","Lieutenant Governor - D","","53","IWAMOTO, Kim Coco","","C","5","1","7"
"12-06","","69","272","104","1","17","Lieutenant Governor - D","","54","ESPERO, Will","","C","0","0","0"
"12-06","","69","272","104","1","18","Lieutenant Governor - N","","55","ROBOTTI, Paul F.","","C","0","0","0"
"12-06","","69","272","104","1","18","Lieutenant Governor - N","","56","MAGAOAY, Ernest G.","","C","0","1","1"
"12-06","","69","272","104","1","19","Lieutenant Governor - R","","57","LIPSCOMB, Steve","","C","1","0","4"
"12-06","","69","272","104","1","19","Lieutenant Governor - R","","58","KERNS, Marissa Dipasupil","","C","2","0","1"
"12-06","","69","272","104","1","19","Lieutenant Governor - R","","59","LOW, Jeremy","","C","0","0","1"
"12-06","","69","272","104","1","27","State Senator, Dist 7 - D","","70","ENGLISH, J. Kalani","","C","19","8","38"
"12-06","","69","272","104","1","27","State Senator, Dist 7 - D","","71","TENGAN, Michael","","C","5","1","5"
"12-06","","69","272","104","1","27","State Senator, Dist 7 - D","","72","HALINIAK, Gayla","","C","1","1","4"
"12-06","","69","272","104","1","59","State Representative, Dist 12 - D","","124","LAWRENCE, Tiare M.","","C","19","6","32"
"12-06","","69","272","104","1","59","State Representative, Dist 12 - D","","125","YAMASHITA, Kyle T.","","C","6","4","21"
"12-06","","69","272","104","1","119","Oahu Resident Trustee","","214","KIA'AINA, Esther","","C","6","1","7"
"12-06","","69","272","104","1","119","Oahu Resident Trustee","","215","KING, Samuel Wilder, II","","C","3","0","8"
"12-06","","69","272","104","1","119","Oahu Resident Trustee","","216","AKAKA, Kalei","","C","2","3","4"
"12-06","","69","272","104","1","119","Oahu Resident Trustee","","217","BURKE, Jackie Kahookele","","C","1","0","2"
"12-06","","69","272","104","1","119","Oahu Resident Trustee","","218","MOSSMAN, Paul","","C","2","1","6"
"12-06","","69","272","104","1","119","Oahu Resident Trustee","","219","KALIMA, Leona Mapuana","","C","0","0","2"
"12-06","","69","272","104","1","119","Oahu Resident Trustee","","220","MURRAY, Francine Kanani","","C","0","0","2"
"12-06","","69","272","104","1","120","At-Large Trustee","","221","AHU ISA, Lei (Leina'ala)","","C","0","0","4"
"12-06","","69","272","104","1","120","At-Large Trustee","","222","AKANA, Rowena Noelani","","C","3","3","10"
"12-06","","69","272","104","1","120","At-Large Trustee","","223","AMSTERDAM, C. Kaui Jochanan","","C","1","0","5"
"12-06","","69","272","104","1","120","At-Large Trustee","","224","LEE, Brendon Kalei'aina","","C","2","0","6"
"12-06","","69","272","104","1","120","At-Large Trustee","","225","PAIKAI, Landen D.K.K.","","C","4","1","5"
"12-06","","69","272","104","1","120","At-Large Trustee","","226","RYAN, Pohai","","C","2","0","4"
"12-06","","69","272","104","1","120","At-Large Trustee","","227","PA'ALUHI, Marc Kalai","","C","1","0","0"
"12-06","","69","272","104","1","120","At-Large Trustee","","228","AILA, William J., Jr.","","C","8","2","14"
"12-06","","69","272","104","1","120","At-Large Trustee","","229","AKINA, Alvin A. (Auhana)","","C","0","1","2"
"12-06","","69","272","104","1","120","At-Large Trustee","","230","HANOHANO, Faye (Pua)","","C","2","0","8"
"12-06","","69","272","104","1","120","At-Large Trustee","","231","MAKEKAU, Keali'i","","C","1","0","6"
"12-06","","69","272","104","1","120","At-Large Trustee","","232","PARIS, Makana","","C","5","0","10"
"12-06","","69","272","104","1","120","At-Large Trustee","","233","WAIHEE, John D., IV","","C","2","5","13"
"12-06","","69","272","104","1","120","At-Large Trustee","","234","PUUOHAU, Kali","","C","0","0","1"
"12-06","","69","272","104","1","120","At-Large Trustee","","235","SHARSH-DAVIS, Lei","","C","2","0","1"
"12-06","","69","272","104","1","130","Mayor, County of Maui","","256","COCHRAN, Elle","","C","19","2","23"
"12-06","","69","272","104","1","130","Mayor, County of Maui","","257","HAWKES, Beau E.","","C","0","0","0"
"12-06","","69","272","104","1","130","Mayor, County of Maui","","258","KOPELMAN, Orion (Ori)","","C","0","0","3"
"12-06","","69","272","104","1","130","Mayor, County of Maui","","259","ZAHND, Laurent R.B. (L)","","C","0","0","1"
"12-06","","69","272","104","1","130","Mayor, County of Maui","","260","GUZMAN, Don S.","","C","5","2","14"
"12-06","","69","272","104","1","130","Mayor, County of Maui","","261","HAWLEY, Alec John","","C","0","0","0"
"12-06","","69","272","104","1","130","Mayor, County of Maui","","262","VICTORINO, Mike","","C","6","7","19"
"12-06","","69","272","104","1","131","Councilmember (West Maui)","","263","BALINBIN, Kanamu","","C","3","4","8"
"12-06","","69","272","104","1","131","Councilmember (West Maui)","","264","PALTIN, Tamara Akiko Maile","","C","23","4","27"
"12-06","","69","272","104","1","131","Councilmember (West Maui)","","265","NAVA, Rick","","C","3","2","14"
"12-06","","69","272","104","1","132","Councilmember (Kahului)","","266","KAIWI, Deb","","C","5","1","5"
"12-06","","69","272","104","1","132","Councilmember (Kahului)","","267","ARAKAWA, Alan M.","","C","5","7","24"
"12-06","","69","272","104","1","132","Councilmember (Kahului)","","268","KAMA, Natalie (Tasha)","","C","17","2","24"
"12-06","","69","272","104","1","133","Councilmember (Makawao-Haiku-Paia)","","269","MOLINA, Mike","","C","9","7","25"
"12-06","","69","272","104","1","133","Councilmember (Makawao-Haiku-Paia)","","270","BOROWIEC, Adam","","C","3","1","4"
"12-06","","69","272","104","1","133","Councilmember (Makawao-Haiku-Paia)","","271","FURTADO, Trinette","","C","18","3","25"
"12-06","","69","272","104","1","134","Councilmember (Molokai)","","272","CAPARIDA-SCHNACKENBERG, C.","","C","0","2","2"
"12-06","","69","272","104","1","134","Councilmember (Molokai)","","273","RAWLINS-FERNANDEZ, Keani","","C","15","2","22"
"12-06","","69","272","104","1","134","Councilmember (Molokai)","","274","CRIVELLO, Stacy Helm","","C","9","4","21"
"13-01","","70","1830","604","1","2","U.S. Senator - D","","7","HIRONO, Mazie K.","","C","190","44","212"
"13-01","","70","1830","604","1","3","U.S. Senator - N","","8","REYES, Arturo Pacheco","","C","1","0","1"
"13-01","","70","1830","604","1","3","U.S. Senator - N","","9","HAVERTY, Charles (Charlie)","","C","0","0","1"
"13-01","","70","1830","604","1","3","U.S. Senator - N","","10","MAERTENS, Matthew K.","","C","1","0","0"
"13-01","","70","1830","604","1","4","U.S. Senator - R","","11","ANDERSON, Consuelo","","C","2","0","5"
"13-01","","70","1830","604","1","4","U.S. Senator - R","","12","HELSHAM, Robert C., Sr.","","C","2","1","1"
"13-01","","70","1830","604","1","4","U.S. Senator - R","","13","WHITE, Thomas E.","","C","6","0","7"
"13-01","","70","1830","604","1","4","U.S. Senator - R","","14","DE LA FUENTE, Rocky Mamaka","","C","1","0","3"
"13-01","","70","1830","604","1","4","U.S. Senator - R","","15","CURTIS, Ron","","C","4","1","6"
"13-01","","70","1830","604","1","4","U.S. Senator - R","","16","HODGKISS, Michael R.","","C","0","0","2"
"13-01","","70","1830","604","1","4","U.S. Senator - R","","17","BERISH, George L.","","C","0","0","1"
"13-01","","70","1830","604","1","4","U.S. Senator - R","","18","PIRKOWSKI, Eddie","","C","3","1","0"
"13-01","","70","1830","604","1","10","U.S. Representative, Dist II - D","","32","AUSTIN, Anthony Tony","","C","6","0","10"
"13-01","","70","1830","604","1","10","U.S. Representative, Dist II - D","","33","GABBARD, Tulsi","","C","171","36","209"
"13-01","","70","1830","604","1","10","U.S. Representative, Dist II - D","","34","ALU CAMPAGNA, Sherry","","C","21","10","23"
"13-01","","70","1830","604","1","11","U.S. Representative, Dist II - R","","35","EVANS, Brian","","C","12","1","23"
"13-01","","70","1830","604","1","12","Governor - G","","36","BREWER, Jim","","C","0","0","3"
"13-01","","70","1830","604","1","13","Governor - D","","37","CARAVALHO, Ernest","","C","6","4","8"
"13-01","","70","1830","604","1","13","Governor - D","","38","KA'EHU'AE'A, Wendell J.","","C","1","2","7"
"13-01","","70","1830","604","1","13","Governor - D","","39","TANABE, Van (Tanaban)","","C","0","0","1"
"13-01","","70","1830","604","1","13","Governor - D","","40","IGE, David Y.","","C","76","16","122"
"13-01","","70","1830","604","1","13","Governor - D","","41","HANABUSA, Colleen Wakako","","C","125","24","117"
